# OpenSignals Text File Format
# {"00:07:80:3B:46:58": {"sensor": ["EMG", "EMG"], "device name": "00:07:80:3B:46:58", "column": ["nSeq", "DI", "ACC X", "ACC Y"], "sync interval": 2, "time": "16:5:50.483", "comments": "", "device connection": "BTH00:07:80:3B:46:58", "channels": [1, 2], "date": "2016-8-24", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["ACC X", "ACC Y"], "resolution": [16, 16], "special": [{}, {}]}}
# EndOfHeader
0	0	39468	32282	
1	0	41956	32197	
2	0	43082	31424	
3	0	43079	31888	
4	0	39760	31708	
5	0	35368	32523	
6	0	31106	33200	
7	0	26372	32423	
8	0	23202	33504	
9	0	21088	33690	
10	0	20523	33268	
11	0	23218	32044	
12	0	25210	32047	
13	0	33321	32573	
14	0	41177	33280	
15	0	48728	33970	
16	0	49036	34256	
17	0	44540	34148	
18	0	38208	33326	
19	0	35073	33106	
20	0	31560	32888	
21	0	32186	33144	
22	0	29452	33708	
23	0	24458	33050	
24	0	25580	33031	
25	0	28144	32493	
26	0	29200	32293	
27	0	28136	31924	
28	0	23732	31942	
29	0	21035	31370	
30	0	21626	31490	
31	0	21968	31442	
32	0	27100	31890	
33	0	32313	31239	
34	0	35740	31466	
35	0	37588	31869	
36	0	39026	34000	
37	0	41704	34588	
38	0	47632	34565	
39	0	51512	33662	
40	0	50856	32228	
41	0	46804	31549	
42	0	38208	32788	
43	0	31360	33766	
44	0	26156	33576	
45	0	22224	34564	
46	0	17988	32464	
47	0	18186	31124	
48	0	20708	31036	
49	0	23996	31337	
50	0	25390	32366	
51	0	27522	33946	
52	0	29520	35080	
53	0	33595	34308	
54	0	35609	33304	
55	0	35396	32602	
56	0	33472	32440	
57	0	33214	31538	
58	0	33984	32050	
59	0	34188	32275	
60	0	34721	32642	
61	0	37884	32833	
62	0	41112	32600	
63	0	42894	32656	
64	0	42644	33482	
65	0	45085	33152	
66	0	43646	33564	
67	0	41458	33697	
68	0	35730	33440	
69	0	30520	33428	
70	0	26906	32985	
71	0	21320	31928	
72	0	20552	31463	
73	0	19408	31602	
74	0	17540	31458	
75	0	15891	31768	
76	0	22628	31200	
77	0	30013	31476	
78	0	34756	32196	
79	0	39306	32306	
80	0	41734	31552	
81	0	43676	32218	
82	0	46220	32608	
83	0	45348	32699	
84	0	41604	32839	
85	0	36776	32962	
86	0	31058	32592	
87	0	28013	33009	
88	0	27788	33632	
89	0	29609	33832	
90	0	28600	33867	
91	0	30048	33383	
92	0	32376	32692	
93	0	37227	32530	
94	0	39482	32258	
95	0	39136	35179	
96	0	37152	35271	
97	0	33070	34034	
98	0	24494	32688	
99	0	22476	32858	
100	0	26390	33287	
101	0	28772	33520	
102	0	25768	33642	
103	0	31682	33472	
104	0	42250	33160	
105	0	47224	32212	
106	0	49392	31622	
107	0	47012	30718	
108	0	40762	30100	
109	0	33624	31464	
110	0	26644	31139	
111	0	19376	31168	
112	0	11705	31818	
113	0	5836	33288	
114	0	6718	34528	
115	0	9941	34272	
116	0	20194	34016	
117	0	40432	33040	
118	0	54192	32064	
119	0	62016	31512	
120	0	61720	30855	
121	0	54668	30629	
122	0	45194	30694	
123	0	35464	31852	
124	0	24922	33432	
125	0	15286	34852	
126	0	9052	34442	
127	0	9198	34070	
128	0	12082	33074	
129	0	26208	32384	
130	0	40872	32892	
131	0	45488	34156	
132	0	44634	34661	
133	0	42656	34032	
134	0	42256	33883	
135	0	43476	33620	
136	0	38578	33104	
137	0	34244	32842	
138	0	29114	31706	
139	0	22228	30446	
140	0	19077	30546	
141	0	19808	30804	
142	0	22456	31502	
143	0	26724	31912	
144	0	35360	34009	
145	0	38788	34228	
146	0	40844	33358	
147	0	40040	32604	
148	0	37968	31943	
149	0	37409	31926	
150	0	37536	32226	
151	0	36917	31946	
152	0	36787	32204	
153	0	35712	33067	
154	0	31138	32710	
155	0	26688	33436	
156	0	24966	33220	
157	0	25412	32458	
158	0	28192	31778	
159	0	34360	31362	
160	0	41088	32196	
161	0	47080	33952	
162	0	52162	35044	
163	0	51648	34285	
164	0	47768	33079	
165	0	40364	32568	
166	0	36304	32721	
167	0	31224	32650	
168	0	19112	31896	
169	0	8258	31756	
170	0	10280	32021	
171	0	17085	33188	
172	0	21010	34213	
173	0	26980	33880	
174	0	30025	33142	
175	0	29714	33088	
176	0	32188	32918	
177	0	40152	32144	
178	0	45084	31873	
179	0	44760	31521	
180	0	42808	31994	
181	0	36005	32550	
182	0	24928	32876	
183	0	17518	32624	
184	0	16450	34060	
185	0	17690	34571	
186	0	21078	32684	
187	0	29380	33446	
188	0	38348	33680	
189	0	51816	32768	
190	0	53928	32288	
191	0	48906	31397	
192	0	42076	30979	
193	0	37796	30377	
194	0	32976	30338	
195	0	29120	31833	
196	0	24628	33272	
197	0	24288	33522	
198	0	27373	33047	
199	0	28344	32871	
200	0	30599	32978	
201	0	31002	33528	
202	0	28360	34102	
203	0	27668	34648	
204	0	29002	34732	
205	0	30400	33414	
206	0	32328	32169	
207	0	36482	30047	
208	0	38464	29160	
209	0	38096	30407	
210	0	37700	32991	
211	0	37776	33814	
212	0	39360	33075	
213	0	39834	32366	
214	0	40104	32864	
215	0	39900	35369	
216	0	44218	37608	
217	0	45000	36627	
218	0	45586	33858	
219	0	43960	32932	
220	0	33732	31888	
221	0	24684	30524	
222	0	20544	30258	
223	0	20860	30425	
224	0	18328	30768	
225	0	13252	31208	
226	0	13262	32272	
227	0	16856	32848	
228	0	19896	33678	
229	0	22934	34485	
230	0	31603	34618	
231	0	36768	34374	
232	0	39584	33636	
233	0	38564	32630	
234	0	34280	32272	
235	0	31740	32098	
236	0	29024	32498	
237	0	28056	32128	
238	0	35262	32596	
239	0	41416	32568	
240	0	43402	32802	
241	0	41920	32537	
242	0	39356	31990	
243	0	38152	31810	
244	0	37264	31308	
245	0	32903	31276	
246	0	30884	32696	
247	0	30176	32600	
248	0	27744	33382	
249	0	27772	33218	
250	0	31764	33314	
251	0	37968	33602	
252	0	41296	33484	
253	0	38636	33561	
254	0	35772	33020	
255	0	33810	32590	
256	0	32669	32240	
