# OpenSignals Text File Format
# {"00:07:80:3B:46:58": {"sensor": ["EMG", "EMG"], "device name": "00:07:80:3B:46:58", "column": ["nSeq", "DI", "ACC X", "ACC Y"], "sync interval": 2, "time": "16:9:45.936", "comments": "", "device connection": "BTH00:07:80:3B:46:58", "channels": [1, 2], "date": "2016-8-24", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["ACC X", "ACC Y"], "resolution": [16, 16], "special": [{}, {}]}}
# EndOfHeader
0	0	32897	32820	
1	0	33052	32431	
2	0	32989	32249	
3	0	32958	32830	
4	0	32992	33085	
5	0	32737	32606	
6	0	32642	32383	
7	0	32660	32012	
8	0	32728	31794	
9	0	32760	32290	
10	0	32716	33007	
11	0	32722	33095	
12	0	32664	33167	
13	0	32740	33311	
14	0	32673	33186	
15	0	32412	32664	
16	0	32420	32732	
17	0	32536	32842	
18	0	32660	32603	
19	0	32832	32354	
20	0	32934	32420	
21	0	32980	32306	
22	0	32984	31978	
23	0	33004	32037	
24	0	33060	32593	
25	0	32841	32984	
26	0	32792	33339	
27	0	32784	33556	
28	0	32656	33626	
29	0	32738	33358	
30	0	32675	33087	
31	0	32658	32850	
32	0	32602	32600	
33	0	32557	32447	
34	0	32652	32404	
35	0	32438	32403	
36	0	32478	32806	
37	0	32548	32612	
38	0	32732	32439	
39	0	32824	32746	
40	0	32857	32862	
41	0	32955	32583	
42	0	33000	32438	
43	0	32986	32784	
44	0	32994	32864	
45	0	32748	32239	
46	0	32736	32130	
47	0	32737	32290	
48	0	32722	32500	
49	0	32632	32808	
50	0	32620	32801	
51	0	32642	33197	
52	0	32666	33169	
53	0	32646	33099	
54	0	32594	33315	
55	0	32468	32697	
56	0	32498	32775	
57	0	32576	33024	
58	0	32728	33183	
59	0	32840	32918	
60	0	32840	33143	
61	0	33050	32901	
62	0	33064	33226	
63	0	33017	32954	
64	0	32907	32994	
65	0	32741	32562	
66	0	32728	31895	
67	0	32696	32002	
68	0	32720	31717	
69	0	32770	31905	
70	0	32716	32315	
71	0	32682	32260	
72	0	32658	32629	
73	0	32644	32994	
74	0	32627	33085	
75	0	32380	33101	
76	0	32482	33217	
77	0	32706	33138	
78	0	32724	33044	
79	0	32654	33166	
80	0	32755	33023	
81	0	32960	32682	
82	0	33036	32407	
83	0	33020	32250	
84	0	33088	32498	
85	0	32866	32374	
86	0	32728	32411	
87	0	32704	32621	
88	0	32728	32700	
89	0	32681	32611	
90	0	32676	32631	
91	0	32684	32642	
92	0	32620	32520	
